recipe_name	image	materials_needed	size	obtained_from	sell_price	materials_needed_clean	size_clean
Ironwood DIY workbench	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2e/NH-Ironwood_DIY_workbench.png/revision/latest/scale-to-width-down/50?cb=20200329061925"" 	 alt=""NH-Ironwood DIY workbench""  	class="""" 	 	data-image-key=""NH-Ironwood_DIY_workbench.png"" 	data-image-name=""NH-Ironwood DIY workbench.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
1x mini DIY workbench"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	12x wood, 6x iron nugget, 1x mini DIY workbench	2.0x1.0
Ironwood dresser	NA	"7x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	3,840 Bells	7x wood, 4x iron nugget	1.0x1.0
Ironwood kitchenette	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Ironwood_kitchenette.png/revision/latest/scale-to-width-down/50?cb=20200325181912"" 	 alt=""NH-Ironwood kitchenette""  	class="""" 	 	data-image-key=""NH-Ironwood_kitchenette.png"" 	data-image-name=""NH-Ironwood kitchenette.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>ironwood dresser
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cutting board"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Wildest Dreams DIY	NA	4x wood, 3x iron nugget, 1x ironwood dresser, 1x cutting board	2.0x1.0
Ironwood low table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/NH-Ironwood_low_table.png/revision/latest/scale-to-width-down/50?cb=20200326215936"" 	 alt=""NH-Ironwood low table""  	class="""" 	 	data-image-key=""NH-Ironwood_low_table.png"" 	data-image-name=""NH-Ironwood low table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	3,720 Bells	6x wood, 4x iron nugget	2.0x1.0
Jail bars	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/92/NH-Jail_bars.png/revision/latest/scale-to-width-down/50?cb=20200329122756"" 	 alt=""NH-Jail bars""  	class="""" 	 	data-image-key=""NH-Jail_bars.png"" 	data-image-name=""NH-Jail bars.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/26/NH2.0x0.5sq.jpg/revision/latest?cb=20200324214733"" 	 alt=""NH2.0x0.5sq""  	class="""" 	 	data-image-key=""NH2.0x0.5sq.jpg"" 	data-image-name=""NH2.0x0.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	3,750 Bells	5x iron nugget	2.0x0.5
Juicy-apple TV	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Juicy-apple_TV.png/revision/latest/scale-to-width-down/50?cb=20200325181918"" 	 alt=""NH-Juicy-apple TV""  	class="""" 	 	data-image-key=""NH-Juicy-apple_TV.png"" 	data-image-name=""NH-Juicy-apple TV.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"10x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/ff/NH-apple-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193601"" 	 alt=""NH-apple-icon""  	class="""" 	 	data-image-key=""NH-apple-icon.png"" 	data-image-name=""NH-apple-icon.png"" 	 	 width=""18""  	 height=""19""  	 	 	 	>apple
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook after receiving first three housing kits, if the native fruit is apples	NA	10x apple, 2x iron nugget	1.0x1.0
Kettle bathtub	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Kettle_bathtub.png/revision/latest/scale-to-width-down/50?cb=20200329082625"" 	 alt=""NH-Kettle bathtub""  	class="""" 	 	data-image-key=""NH-Kettle_bathtub.png"" 	data-image-name=""NH-Kettle bathtub.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>campfire"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class="""" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	6,270 Bells	8x iron nugget, 2x wood, 1x campfire	1.5x1.5
Large cardboard boxes	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f5/NH-Large_cardboard_boxes.png/revision/latest/scale-to-width-down/50?cb=20200327212316"" 	 alt=""NH-Large cardboard boxes""  	class="""" 	 	data-image-key=""NH-Large_cardboard_boxes.png"" 	data-image-name=""NH-Large cardboard boxes.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cardboard box"	NA	NA	NA	5x cardboard box	NA
Leaf campfire	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Leaf_campfire.png/revision/latest/scale-to-width-down/50?cb=20200329082644"" 	 alt=""NH-Leaf campfire""  	class="""" 	 	data-image-key=""NH-Leaf_campfire.png"" 	data-image-name=""NH-Leaf campfire.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Leaf stool	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Leaf_stool.png/revision/latest/scale-to-width-down/50?cb=20200329082655"" 	 alt=""NH-Leaf stool""  	class="""" 	 	data-image-key=""NH-Leaf_stool.png"" 	data-image-name=""NH-Leaf stool.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Lily record player	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7d/NH-Lily_record_player.png/revision/latest/scale-to-width-down/50?cb=20200329061426"" 	 alt=""NH-Lily record player""  	class="""" 	 	data-image-key=""NH-Lily_record_player.png"" 	data-image-name=""NH-Lily record player.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x white lilies
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	5x white lilies, 3x iron nugget, 3x wood	1.0x1.0
Log bed	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/75/NH-Log_bed.png/revision/latest/scale-to-width-down/50?cb=20200326051856"" 	 alt=""NH-Log bed""  	class="""" 	 	data-image-key=""NH-Log_bed.png"" 	data-image-name=""NH-Log bed.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"30x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Island resident	3,600 Bells	30x hardwood	2.0x2.0
Log bench	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Log_bench.png/revision/latest/scale-to-width-down/50?cb=20200326102557"" 	 alt=""NH-Log bench""  	class="""" 	 	data-image-key=""NH-Log_bench.png"" 	data-image-name=""NH-Log bench.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook after receiving first three housing kits	600 bells	5x hardwood	2.0x1.0
Log decorative shelves	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/1e/NH-Log_decorative_shelves.png/revision/latest/scale-to-width-down/50?cb=20200328061901"" 	 alt=""NH-Log decorative shelves""  	class="""" 	 	data-image-key=""NH-Log_decorative_shelves.png"" 	data-image-name=""NH-Log decorative shelves.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Log dining table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c1/NH-Log_dining_table.png/revision/latest/scale-to-width-down/50?cb=20200326102542"" 	 alt=""NH-Log dining table""  	class="""" 	 	data-image-key=""NH-Log_dining_table.png"" 	data-image-name=""NH-Log dining table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"15x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook after receiving first three housing kits	1,800 bells	15x hardwood	2.0x2.0
Log extra-long sofa	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/71/NH-Log_extra-long_sofa.png/revision/latest/scale-to-width-down/50?cb=20200328001848"" 	 alt=""NH-Log extra-long sofa""  	class="""" 	 	data-image-key=""NH-Log_extra-long_sofa.png"" 	data-image-name=""NH-Log extra-long sofa.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	NA	2.0x1.0
Log garden lounge	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Log_garden_lounge.png/revision/latest/scale-to-width-down/50?cb=20200325181937"" 	 alt=""NH-Log garden lounge""  	class="""" 	 	data-image-key=""NH-Log_garden_lounge.png"" 	data-image-name=""NH-Log garden lounge.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook after receiving first three housing kits	1,440 Bells	12x hardwood	2.0x1.0
Log round table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/07/NH-Log_round_table.png/revision/latest/scale-to-width-down/50?cb=20200326041206"" 	 alt=""NH-Log round table""  	class="""" 	 	data-image-key=""NH-Log_round_table.png"" 	data-image-name=""NH-Log round table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"15x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	1,800 Bells	15x hardwood	2.0x2.0
Log sofa	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e1/NH-Log_sofa.png/revision/latest/scale-to-width-down/50?cb=20200325181944"" 	 alt=""NH-Log sofa""  	class="""" 	 	data-image-key=""NH-Log_sofa.png"" 	data-image-name=""NH-Log sofa.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"8x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Island resident	960 Bells	8x hardwood	1.0x1.0
